Date,1100500,simulated_1030
2017-10-07T00:00:00,10.62,5.944
2017-10-08T00:00:00,10.25,6.521
2017-10-09T00:00:00,12.86,7.891
2017-10-10T00:00:00,16.67,8.817
2017-10-11T00:00:00,19.95,11.759
2017-10-12T00:00:00,21.94,12.853
2017-10-13T00:00:00,22.79,12.897
2017-10-14T00:00:00,21.76,13.14
2017-10-15T00:00:00,19.76,12.936
2017-10-16T00:00:00,18.1,12.693
2017-10-17T00:00:00,16.8,12.65
2017-10-18T00:00:00,16.2,12.815
2017-10-19T00:00:00,15.8,12.614
2017-10-20T00:00:00,14.5,12.17
2017-10-21T00:00:00,12.4,11.657
2017-10-22T00:00:00,11.0,11.119
2017-10-23T00:00:00,9.9,10.566
2017-10-24T00:00:00,8.5,10.02
2017-10-25T00:00:00,7.2,9.561
2017-10-26T00:00:00,6.7,9.139
2017-10-27T00:00:00,6.2,8.758
2017-10-28T00:00:00,6.0,8.574
2017-10-29T00:00:00,7.5,9.06
2017-10-30T00:00:00,9.6,9.339
2017-10-31T00:00:00,10.2,9.239
2017-11-01T00:00:00,9.8,8.976
2017-11-02T00:00:00,8.5,8.663
2017-11-03T00:00:00,6.9,8.387
2017-11-04T00:00:00,6.1,8.279
2017-11-05T00:00:00,5.8,8.122
2017-11-06T00:00:00,5.7,8.014
2017-11-07T00:00:00,5.7,7.861
